loai,thanh_phan,trang_thai,so_lan_xuat_hien,meaning_en,meaning_vi,vi_du_tu,nguon
Root,Steve,Mới - chưa có ảnh,1,,,steve,missing_words_analyzed
Root,Stewart,Mới - chưa có ảnh,1,,,stewart,missing_words_analyzed
Root,Stu,Mới - chưa có ảnh,1,,,stu,missing_words_analyzed
Root,Styrofoam,Mới - chưa có ảnh,1,,,styrofoam,missing_words_analyzed
Root,Susan,Mới - chưa có ảnh,1,,,susan,missing_words_analyzed
Root,Swiss,Mới - chưa có ảnh,1,,,swiss,missing_words_analyzed
Root,Switzerland,Mới - chưa có ảnh,1,,,switzerland,missing_words_analyzed
Root,Sydney,Mới - chưa có ảnh,1,,,sydney,missing_words_analyzed
Root,Taylor,Mới - chưa có ảnh,1,,,taylor,missing_words_analyzed
Root,Ted,Mới - chưa có ảnh,1,,,ted,missing_words_analyzed
Root,Thai,Mới - chưa có ảnh,1,,,thai,missing_words_analyzed
Root,Thursday,Mới - chưa có ảnh,1,,,thursday,missing_words_analyzed
Root,Turk,Mới - chưa có ảnh,1,,,turkish,missing_words_analyzed
Root,USA,Mới - chưa có ảnh,1,,,usa,missing_words_analyzed
Root,Uganda,Mới - chưa có ảnh,1,,,uganda,missing_words_analyzed
Root,Ukraine,Mới - chưa có ảnh,1,,,ukraine,missing_words_analyzed
Root,VII,Mới - chưa có ảnh,1,,,vii,missing_words_analyzed
Root,Venus,Mới - chưa có ảnh,1,,,venus,missing_words_analyzed
Root,Victoria,Mới - chưa có ảnh,1,,,victorian,missing_words_analyzed
Root,Vienna,Mới - chưa có ảnh,1,,,vienna,missing_words_analyzed
Root,Vietnam,Mới - chưa có ảnh,1,,,vietnam,missing_words_analyzed
Root,Walpole,Mới - chưa có ảnh,1,,,walpole,missing_words_analyzed
Root,Whitney,Mới - chưa có ảnh,1,,,whitney,missing_words_analyzed
Root,Wright,Mới - chưa có ảnh,1,,,wright,missing_words_analyzed
Root,YouTube,Mới - chưa có ảnh,1,,,youtube,missing_words_analyzed
Root,academ,Mới - chưa có ảnh,1,,,academically,missing_words_analyzed
Root,acerb,Mới - chưa có ảnh,1,,,exacerbate,missing_words_analyzed
Root,actuar,Mới - chưa có ảnh,1,,,actuarial,missing_words_analyzed
Root,adam,Mới - chưa có ảnh,1,"a male given name; in the Bible, the first man created by God",tên riêng Adam,adam,missing_words_analyzed
Root,adolesc,Mới - chưa có ảnh,1,,,adolescence,missing_words_analyzed
Root,aesthesia,Mới - chưa có ảnh,1,,,anaesthesia,missing_words_analyzed
Root,afghanistan,Mới - chưa có ảnh,1,a landlocked country in South-Central Asia,Afghanistan (quốc gia ở Nam-Trung Á),afghanistan,missing_words_analyzed
Root,aggress,Mới - chưa có ảnh,1,,,aggressive,missing_words_analyzed
Root,ala,Mới - chưa có ảnh,1,"(anatomy) a wing-like structure or process, e.g. the ala of the nose","(giải phẫu) cánh (cấu trúc hình cánh, ví dụ cánh mũi)",ala,missing_words_analyzed
Root,alaska,Mới - chưa có ảnh,1,,,alaskan,missing_words_analyzed
Root,albert,Mới - chưa có ảnh,1,a male given name of Germanic origin,tên riêng nam giới gốc Đức (Albert),albert,missing_words_analyzed
Root,alberto,Mới - chưa có ảnh,1,"a male given name, the Italian, Spanish, and Portuguese form of Albert",tên riêng nam giới (dạng Albert),alberto,missing_words_analyzed
Root,alexander,Mới - chưa có ảnh,1,"a common male given name; also 'Alexander the Great', a historical king of Macedon",tên riêng nam giới (Alexander); Alexander Đại đế,alexander,missing_words_analyzed
Root,alexandria,Mới - chưa có ảnh,1,a major port city in Egypt founded by Alexander the Great,thành phố Alexandria (Ai Cập),alexandria,missing_words_analyzed
Root,alfred,Mới - chưa có ảnh,1,a male given name,tên riêng Alfred,alfred,missing_words_analyzed
Root,alg,Mới - chưa có ảnh,1,,,nostalgia,missing_words_analyzed
Root,alonzo,Mới - chưa có ảnh,1,a male given name,tên riêng Alonzo,alonzo,missing_words_analyzed
Root,alp,Mới - chưa có ảnh,1,"a high mountain, especially one in the Alps",núi cao (đặc biệt ở dãy Alps),alp,missing_words_analyzed
Root,alphonse,Mới - chưa có ảnh,1,a male given name,tên riêng Alphonse,alphonse,missing_words_analyzed
Root,alzheimer,Mới - chưa có ảnh,1,(Alzheimer's disease) a progressive disease that causes dementia and memory loss,bệnh Alzheimer (mất trí nhớ),alzheimer,missing_words_analyzed
Root,america,Mới - chưa có ảnh,1,,,american,missing_words_analyzed
Root,amos,Mới - chưa có ảnh,1,a male given name; a Hebrew prophet in the Bible,tên riêng Amos,amos,missing_words_analyzed
Root,ampl,Mới - chưa có ảnh,1,,,amplifier,missing_words_analyzed
Root,amsterdam,Mới - chưa có ảnh,1,the capital city of the Netherlands,Amsterdam (thủ đô Hà Lan),amsterdam,missing_words_analyzed
Root,ana,Mới - chưa có ảnh,1,a common female given name (short form of Anna/Ana),tên riêng nữ giới (Ana),ana,missing_words_analyzed
Root,ancestr,Mới - chưa có ảnh,1,,,ancestral,missing_words_analyzed
Root,andalusia,Mới - chưa có ảnh,1,,,andalusian,missing_words_analyzed
Root,andes,Mới - chưa có ảnh,1,a major mountain range running along the west coast of South America,dãy núi Andes,andes,missing_words_analyzed
Root,anim,Mới - chưa có ảnh,1,,,animate,missing_words_analyzed
Root,ann,Mới - chưa có ảnh,1,a female given name,tên riêng Ann,ann,missing_words_analyzed
Root,anne,Mới - chưa có ảnh,1,a female given name,Anne (tên riêng nữ giới),anne,missing_words_analyzed
Root,antoine,Mới - chưa có ảnh,1,a male given name,tên riêng Antoine,antoine,missing_words_analyzed
Root,aqui,Mới - chưa có ảnh,1,,,aquifer,missing_words_analyzed
Root,arab,Mới - chưa có ảnh,1,a member of a Semitic people originally from the Arabian Peninsula and widely dispersed across the Middle East and North Africa,người Ả Rập,arab,missing_words_analyzed
Root,argentina,Mới - chưa có ảnh,1,a country in South America,Argentina (quốc gia ở Nam Mỹ),argentina,missing_words_analyzed
Root,aries,Mới - chưa có ảnh,1,"a constellation and the first sign of the zodiac, represented by the Ram","chòm sao Bạch Dương, cung hoàng đạo đầu tiên",aries,missing_words_analyzed
Root,aristo,Mới - chưa có ảnh,1,,,aristocrat,missing_words_analyzed
Root,arkansas,Mới - chưa có ảnh,1,a state in the south-central United States,bang Arkansas (Mỹ),arkansas,missing_words_analyzed
Root,arnold,Mới - chưa có ảnh,1,a male given name,tên riêng Arnold,arnold,missing_words_analyzed
Root,arthr,Mới - chưa có ảnh,1,,,arthritis,missing_words_analyzed
Root,asia,Mới - chưa có ảnh,1,"the largest continent, bounded by Europe and the Pacific, Indian, and Arctic oceans",châu Á,asia,missing_words_analyzed
Root,atlantic,Mới - chưa có ảnh,1,the ocean lying between the Americas to the west and Europe and Africa to the east,Đại Tây Dương,atlantic,missing_words_analyzed
Root,aud,Mới - chưa có ảnh,2,,,"audible, auditor",missing_words_analyzed
Root,aug,Mới - chưa có ảnh,1,abbreviation for the month of August,viết tắt của tháng Tám (Aug = August),aug,missing_words_analyzed
Root,australia,Mới - chưa có ảnh,1,a country and continent in the Southern Hemisphere,"nước Úc, châu Úc",australia,missing_words_analyzed
Root,austria,Mới - chưa có ảnh,2,a country in Central Europe,Áo (quốc gia ở Trung Âu),"austria, austrian",missing_words_analyzed
Root,aut,Mới - chưa có ảnh,1,,,autism,missing_words_analyzed
Root,avi,Mới - chưa có ảnh,1,,,aviation,missing_words_analyzed
Root,ayala,Mới - chưa có ảnh,1,"a surname of Basque/Spanish origin, also a well-known Filipino family and business group name","họ Ayala (tên riêng, gốc Basque/Tây Ban Nha)",ayala,missing_words_analyzed
Root,bach,Mới - chưa có ảnh,1,"a surname, notably that of Johann Sebastian Bach, the German composer","họ (tên riêng), gắn với nhà soạn nhạc Johann Sebastian Bach",bach,missing_words_analyzed
Root,bacteri(um),Mới - chưa có ảnh,1,,,bacterial,missing_words_analyzed
Root,balkan,Mới - chưa có ảnh,1,"of or relating to the Balkans, a region in southeastern Europe",thuộc vùng Balkan (Đông Nam Âu),balkan,missing_words_analyzed
Root,bangkok,Mới - chưa có ảnh,1,the capital and largest city of Thailand,Bangkok (thủ đô Thái Lan),bangkok,missing_words_analyzed
Root,baptiste,Mới - chưa có ảnh,1,a male given name,tên riêng Baptiste,baptiste,missing_words_analyzed
Root,becker,Mới - chưa có ảnh,1,a surname,họ Becker,becker,missing_words_analyzed
Root,belgium,Mới - chưa có ảnh,1,,,belgian,missing_words_analyzed
Root,benjamin,Mới - chưa có ảnh,1,a male given name,tên riêng Benjamin,benjamin,missing_words_analyzed
Root,berlin,Mới - chưa có ảnh,1,the capital city of Germany,"Berlin, thủ đô của Đức",berlin,missing_words_analyzed
Root,bio,Mới - chưa có ảnh,1,,,amphibian,missing_words_analyzed
Root,biotic,Mới - chưa có ảnh,2,,,"antibiotic, symbiotic",missing_words_analyzed
Root,bol,Mới - chưa có ảnh,1,,,metabolic,missing_words_analyzed
Root,bombay,Mới - chưa có ảnh,1,"the former name of Mumbai, the largest city in India","Bombay (tên cũ của thành phố Mumbai, Ấn Độ)",bombay,missing_words_analyzed
Root,boston,Mới - chưa có ảnh,1,"the capital city of Massachusetts, in the United States",thành phố Boston (Mỹ),boston,missing_words_analyzed
Root,botan,Mới - chưa có ảnh,2,,,"botanical, botanist",missing_words_analyzed
Root,brazil,Mới - chưa có ảnh,2,the largest country in South America,Brazil (Ba Tây),"brazil, brazilian",missing_words_analyzed
Root,brett,Mới - chưa có ảnh,1,a male given name,tên riêng Brett,brett,missing_words_analyzed
Root,brevi,Mới - chưa có ảnh,1,,,abbreviation,missing_words_analyzed
Root,brib(e),Mới - chưa có ảnh,1,,,bribery,missing_words_analyzed
Root,brisbane,Mới - chưa có ảnh,1,the capital city of the Australian state of Queensland,thành phố Brisbane (Úc),brisbane,missing_words_analyzed
Root,bronch,Mới - chưa có ảnh,1,,,bronchitis,missing_words_analyzed
Root,brunei,Mới - chưa có ảnh,1,a small country on the island of Borneo in Southeast Asia,Brunei (một quốc gia ở Đông Nam Á),brunei,missing_words_analyzed
Root,brut,Mới - chưa có ảnh,1,,,brutal,missing_words_analyzed
Root,bryce,Mới - chưa có ảnh,1,"a male given name; also 'Bryce Canyon', a national park in Utah, USA",tên riêng nam giới (Bryce); công viên Bryce Canyon (Mỹ),bryce,missing_words_analyzed
Root,buchanan,Mới - chưa có ảnh,1,"a Scottish surname, notably that of James Buchanan, 15th President of the United States",Buchanan (họ người),buchanan,missing_words_analyzed
Root,burgl,Mới - chưa có ảnh,1,,,burglar,missing_words_analyzed
Root,caesar,Mới - chưa có ảnh,1,"a title used by Roman emperors, often used generically for a powerful autocratic ruler","danh hiệu của các hoàng đế La Mã, dùng để chỉ chung một nhà cai trị chuyên quyền",caesar,missing_words_analyzed
Root,calcul,Mới - chưa có ảnh,1,,,calculate,missing_words_analyzed
Root,calibr,Mới - chưa có ảnh,1,,,calibration,missing_words_analyzed
Root,calibre,Mới - chưa có ảnh,1,,,calibrate,missing_words_analyzed
Root,california,Mới - chưa có ảnh,1,a state on the west coast of the United States,bang California (Hoa Kỳ),california,missing_words_analyzed
Root,cambodia,Mới - chưa có ảnh,1,a country in Southeast Asia,"Campuchia, một quốc gia ở Đông Nam Á",cambodia,missing_words_analyzed
Root,canada,Mới - chưa có ảnh,1,,,canadian,missing_words_analyzed
Root,capt,Mới - chưa có ảnh,1,,,captive,missing_words_analyzed
Root,carcino,Mới - chưa có ảnh,1,,,carcinogen,missing_words_analyzed
Root,carn,Mới - chưa có ảnh,1,,,incarnate,missing_words_analyzed
Root,carnegie,Mới - chưa có ảnh,1,"a surname, most notably of Andrew Carnegie, the Scottish-American industrialist and philanthropist","họ Carnegie (tên riêng, nổi tiếng với nhà công nghiệp Andrew Carnegie)",carnegie,missing_words_analyzed
Root,caut,Mới - chưa có ảnh,1,,,cautious,missing_words_analyzed
Root,cay,Mới - chưa có ảnh,1,,,decay,missing_words_analyzed
Root,cedent,Mới - chưa có ảnh,1,,,antecedent,missing_words_analyzed
Root,ceed,Mới - chưa có ảnh,2,,,"exceedingly, succeed",missing_words_analyzed
Root,ceipt,Mới - chưa có ảnh,1,,,receipt,missing_words_analyzed
Root,ceit,Mới - chưa có ảnh,1,,,deceit,missing_words_analyzed
Root,ceiv,Mới - chưa có ảnh,1,,,deceiver,missing_words_analyzed
Root,ceive,Mới - chưa có ảnh,2,,,"deceive, perceive",missing_words_analyzed
Root,celer,Mới - chưa có ảnh,1,,,accelerate,missing_words_analyzed
Root,cellul,Mới - chưa có ảnh,1,,,cellulose,missing_words_analyzed
Root,cend,Mới - chưa có ảnh,1,,,incendiary,missing_words_analyzed
Root,centr,Mới - chưa có ảnh,1,,,egocentric,missing_words_analyzed
Root,ceo,Mới - chưa có ảnh,1,"chief executive officer, the person with the highest executive authority in a company",giám đốc điều hành (CEO),ceo,missing_words_analyzed
Root,cept,Mới - chưa có ảnh,6+,,,"deception, except, exception, exceptionally, receptor, susceptible",missing_words_analyzed
Root,cerebr,Mới - chưa có ảnh,1,,,cerebral,missing_words_analyzed
Root,cern,Mới - chưa có ảnh,1,,,discern,missing_words_analyzed
Root,cert,Mới - chưa có ảnh,1,,,certification,missing_words_analyzed
Root,cess,Mới - chưa có ảnh,5,,,"accessibility, cessation, excessively, incessant, recession",missing_words_analyzed
Root,ceylon,Mới - chưa có ảnh,1,the former name of the island nation now called Sri Lanka,"Ceylon, tên gọi cũ của Sri Lanka",ceylon,missing_words_analyzed
Root,charles,Mới - chưa có ảnh,1,a male given name,tên riêng (nam giới),charles,missing_words_analyzed
Root,che,Mới - chưa có ảnh,1,"not a standard common English word; most often recognized as a nickname, notably that of the revolutionary Che Guevara",biệt danh (nổi tiếng nhất là của Che Guevara); không phải từ tiếng Anh thông dụng,che,missing_words_analyzed
Root,chen,Mới - chưa có ảnh,1,a common Chinese and Vietnamese surname (Chen/Trần),"họ Trần/Chen, một họ phổ biến của người Hoa",chen,missing_words_analyzed
Root,chicago,Mới - chưa có ảnh,1,a major city in the U.S. state of Illinois,Chicago (thành phố ở Mỹ),chicago,missing_words_analyzed
Root,chlor,Mới - chưa có ảnh,1,,,chlorine,missing_words_analyzed
Root,chol,Mới - chưa có ảnh,1,,,melancholic,missing_words_analyzed
Root,christ,Mới - chưa có ảnh,1,,,christmas,missing_words_analyzed
Root,chron,Mới - chưa có ảnh,3,,,"chronically, synchronization, synchronize",missing_words_analyzed
Root,chung,Mới - chưa có ảnh,1,a surname of Korean or Chinese origin (not a common English word),một họ người (gốc Hàn/Trung),chung,missing_words_analyzed
Root,cid,Mới - chưa có ảnh,1,,,recidivism,missing_words_analyzed
Root,ciner,Mới - chưa có ảnh,1,,,incinerator,missing_words_analyzed
Root,cip,Mới - chưa có ảnh,1,,,recipient,missing_words_analyzed
Root,circ,Mới - chưa có ảnh,1,,,circular,missing_words_analyzed
Root,circul,Mới - chưa có ảnh,1,,,circulate,missing_words_analyzed
Root,civ,Mới - chưa có ảnh,1,,,civic,missing_words_analyzed
Root,clar,Mới - chưa có ảnh,2,,,"clarify, clarity",missing_words_analyzed
Root,clarence,Mới - chưa có ảnh,1,a male given name,tên riêng nam giới (Clarence),clarence,missing_words_analyzed
Root,claudius,Mới - chưa có ảnh,1,"a Roman emperor's name, also a well-known character (the murderous king) in Shakespeare's Hamlet","tên hoàng đế La Mã Claudius, cũng là nhân vật vua trong vở kịch Hamlet của Shakespeare",claudius,missing_words_analyzed
Root,clin,Mới - chưa có ảnh,1,,,inclination,missing_words_analyzed
Root,cline,Mới - chưa có ảnh,2,,,"incline, recline",missing_words_analyzed
Root,clude,Mới - chưa có ảnh,1,,,exclude,missing_words_analyzed
Root,clus,Mới - chưa có ảnh,3,,,"exclusion, exclusive, inconclusive",missing_words_analyzed
Root,coca,Mới - chưa có ảnh,1,,,cocaine,missing_words_analyzed
Root,coerc,Mới - chưa có ảnh,1,,,coercion,missing_words_analyzed
Root,cogni,Mới - chưa có ảnh,1,,,cognition,missing_words_analyzed
Root,cohen,Mới - chưa có ảnh,1,"a common Jewish surname, traditionally denoting descent from the priestly class","họ Cohen (tên riêng, gốc Do Thái)",cohen,missing_words_analyzed
Root,colin,Mới - chưa có ảnh,1,a male given name,tên riêng Colin,colin,missing_words_analyzed
Root,colombia,Mới - chưa có ảnh,1,a country in South America,"Colombia, một quốc gia ở Nam Mỹ",colombia,missing_words_analyzed
Root,colorado,Mới - chưa có ảnh,1,a state located in the western United States,bang Colorado (Hoa Kỳ),colorado,missing_words_analyzed
Root,columbia,Mới - chưa có ảnh,1,"a poetic or historical name for the United States, also the name of a river, university, and city in the US","Columbia, tên gọi thi ca/lịch sử của nước Mỹ; cũng là tên một dòng sông, trường đại học và thành phố ở Mỹ",columbia,missing_words_analyzed
Root,com,Mới - chưa có ảnh,1,an abbreviation used as the top-level internet domain suffix denoting a commercial organization (.com),viết tắt của đuôi tên miền internet dành cho tổ chức thương mại (.com),com,missing_words_analyzed
Root,communic,Mới - chưa có ảnh,1,,,telecommunication,missing_words_analyzed
Root,compet,Mới - chưa có ảnh,1,,,competency,missing_words_analyzed
